协心戮力 道合志同 同心合胆 身在曹营心在汉 百虑攒心
井井有序 事捷功倍 稳步前进 教学相长 以点带面
直抒己见 熟思审处 明辨是非 坚执不从 通计熟筹
推诚接物 虚己受人 以意逆志 赤心相待 正大光明
杀风景 大煞风景 星落云散 大煞风趣 鼠屎污羹
心口相应 异名同实 点头咂嘴 貌离神合 视同一律
成风尽垩 神乎其技 大匠运斤 郢匠挥斤 目牛无全
益国利民 民富国强 富国裕民 济世安民 忧国奉公
横刀揭斧 运斤如风 运斤成风 雷嗔电怒 怒气冲冲
轻歌曼舞 鹊笑鸠舞 清歌曼舞 百啭千声 妙舞清歌
怒火冲天 冲冠发怒 冲冠怒发 怒气填胸 吹胡子瞪眼
钜学鸿生 通才硕学 文籍先生 博学多才 有识之士
离析分崩 水剩山残 榱栋崩折 鱼烂土崩 海水群飞
不拘形迹 落拓不羁 无拘无缚 无束无拘 徜徉恣肆
握蛇骑虎 艰难困苦 若涉渊水 如蹈水火 山河表里
多快好省 干净利索 从容自如 眼尖手快 兵贵神速
汲汲忙忙 俾夜作昼 倍日并行 一日万机 夙夜在公
名流巨子 大权在握 秉钧持轴 宏才大略 入铁主簿
异闻传说 独得之见 旷古奇闻 出圣入神 游心骇耳
自给自足 自食其力 求过于供 靠天吃饭 将本求利
入邦问俗 秉节持重 适可而止 化为泡影 去甚去泰
重望高名 齐名并价 当世无双 知名当世 声闻过情
按辔徐行 策马飞舆 缓步代车 载驰载驱 载驱载驰
沉滓泛起 死里逃生 东海捞针 悲从中来 流落他乡
千姿百态 鹄峙鸾停 龙姿凤采 沈腰潘鬓 堂堂一表
恣情纵欲 弹丝品竹 忙里偷闲 乐在其中 悠闲自在
闳识孤怀 英风亮节 砥砺风节 贞高绝俗 雅量高致
言行相悖 言不顾行 表里不一 言谈举止 辞不达义
延年益寿 长生不死 寿比南山 长命百岁 长命富贵
进退有节 进退有度 进退应矩 进退中绳 进退裕如
用其所长 识才尊贤 才夸八斗 多才多艺 自我表现
托物寓感 托物寓兴 托物感怀 借景生情 托物引类
真命天子 一代宗臣 移孝为忠 天与人归 贵极人臣
远垂不朽 百世不磨 长生不死 百世不易 永不磨灭
据理力争 秉正无私 蹈仁履义 公明正大 奉公如法
削铁无声 劚玉如泥 陵劲淬砺 刀光剑影 白刀子进，红刀子出
不堪言状 众怒难任 苦不可言 爆跳如雷 冲冠发怒
深切着明 微显阐幽 深切著明 抉奥阐幽 析精剖微
铜浇铁铸 拔山举鼎 身强力壮 汪洋自恣 虎体熊腰
才学兼优 真才实学 道德文章 风流潇洒 行同能偶
方寸已乱 心慌撩乱 啼啼哭哭 焦心热中 心灰意冷
素口骂人 没查没利 拙口笨腮 矫言伪行 谩辞哗说
腹热心煎 油浇火燎 搓手顿足 急张拘诸 搓手顿脚
应变无方 坚贞不渝 优游自若 坚执不从 始终不懈
碌碌无奇 平淡无奇 平澹无奇 碌碌无为 等闲视之
放诞不拘 放诞不羁 如痴如醉 如醉如痴 放浪无拘
百废具举 革旧图新 百废待举 百废待兴 败绩失据
胡说乱道 无以塞责 胆大妄为 黄风雾罩 乱语胡言
心巧嘴乖 利齿能牙 慧心妙舌 宏才大略 以言取人
有财有势 权均力敌 势钧力敌 取青妃白 怡颜悦色
同心叶力 同心一力 大有可为 急公好义 望子成龙
急起直追 见机而作 历精更始 奋勇当先 势在必行
忑忑忐忐 耽惊受怕 忧心悄悄 张眉张眼 惶惶不安
生花之笔 生花妙笔 雄文大手 嬉笑怒骂，皆成文章 大放厥辞
凤鸣鹤唳 惊心眩目 凤吟鸾吹 朱弦三叹 慧心妙舌
死而无悔 死不悔改 执迷不误 死不改悔 执迷不悟
随时施宜 因时制宜 兵来将敌，水来土堰 兵来将挡，水来土掩 兵来将迎，水来土堰
长安棋局 瓜分鼎峙 云扰幅裂 虎踞鲸吞 熊据虎踤
凤翥龙骧 凤翥鹏翔 龙翔虎跃 忙忙碌碌 眉花眼笑
量才而为 量力而为 唯所欲为 照章办事 揣时度力
成千上万 车载船装 雾集云合 万万千千 成千累万
秽德垢行 祛蠹除奸 攻疾防患 违害就利 祸从口生
七扭八歪 不阴不阳 疑神见鬼 弓影浮杯 束装盗金
剥皮抽筋 嚼穿龈血 切骨之仇 雕心鹰爪 驴心狗肺
还年驻色 焕然如新 历精更始 焕然一新 励精更始
河奔海聚 万里鹏程 鹏霄万里 万里鹏翼 青云万里
发财致富 以丰补歉 千仓万箱 积草屯粮 屯粮积草
惊慌失色 惊惶失色 畏缩不前 畏葸不前 伏首贴耳
诸如此例 谋夫孔多 不乏其人 希世之才 众所共知
因公假私 借公行私 争权夺利 大权在握 植党营私
取信于民 信守不渝 深信不疑 名实相符 谠言嘉论
不勤而获 忘啜废枕 孤寡鳏独 鳏寡孤独 杼柚其空
才大如海 宏儒硕学 腹饱万言 青藜学士 入室升堂
祸从口出 祸从口生 言出祸从 惟口起羞 言出祸随
以权达变 权时制宜 随机应变 临机应变 当机立断
鼠目寸光 麻痺不仁 心不在焉 皮相之见 肤见謭识
得饶人处且饶人 安土重旧 去伪存真 居无求安 虚位以待
柳眉星眼 明眸善睐 近在眉睫 明眸皓齿 看人眉睫
鼻塌嘴歪 鼻塌唇青 鼻塌脣青 脸青鼻肿 七损八伤
据为己有 买东买西 慷他人之慨 易子而教 托物寓兴
兆载永劫 法海无边 河沙世界 地老天荒 天荒地老
残茶剩饭 余腥残秽 所剩无几 余杯冷炙 雕盘绮食
勾魂摄魄 扬威曜武 扬武耀威 扬威耀武 龙章凤彩
恩深义重 义重恩深 恩重泰山 深情厚谊 深情厚意
不差毫厘 简要不烦 巨细无遗 从容自如 铢铢较量
推本溯源 叩源推委 枝源派本 积本求原 追本穷源
雄才大略 满腹文章 才夸八斗 生花之笔 生花妙笔
平心易气 心平气和 平心静气 沉毅寡言 襟怀磊落
安不忘危 甄心动惧 秉节持重 事不宜迟 慎小事微
大摇大摆 前仰后合 前俯后仰 弯腰捧腹 摇头晃脑
足茧手胝 手足重茧 胼胝手足 胼手胝足 手足胼胝
裂石穿云 穿云裂石 龙鸣狮吼 声振屋瓦 敲金击玉
整本大套 兼包并容 面面俱到 帡天极地 随物赋形
言不顾行 顿口无言 课语讹言 笨嘴笨舌 言高语低
发奋图强 逊志时敏 幼学壮行 勤学苦练 孜孜无倦
得未曾有 由来已久 有生以来 另开生面 破天荒
合盘托出 暴露无遗 机事不密 陈师鞠旅 避人耳目
有识之士 才识过人 宏才大略 雄才大略 钜学鸿生
只言片语 除旧更新 行住坐卧 抬脚动手 自我牺牲
弄巧成拙 弄巧反拙 抓乖卖俏 抓乖弄俏 弄虚作假
昏头转向 混混噩噩 昏迷不醒 神情恍惚 昏迷不省
转死沟壑 水落归漕 收离纠散 弃故揽新 死中求活
利齿能牙 心巧嘴乖 能言快语 谈吐生风 开口见心
如左右手 鼋鸣鳖应 如臂使指 河同水密 左右采获
东挪西凑 东挪西借 东撙西节 慷他人之慨 旁搜博采
文献之家 通儒达士 博物君子 绩学之士 宏儒硕学
姱容修态 驻颜益寿 还年驻色 艳色绝世 余韵流风
西方净土 西方净国 人间天堂 河沙世界 一切众生
魏颗结草 恩恩相报 感恩戴德 感恩图报 感恩怀德
绳墨之言 训格之言 蹈仁履义 言之有礼 言之有理
龙跳虎卧 笔走龙蛇 捉衿见肘 龙飞虎跳 凤舞龙飞
欢聚一堂 喜气洋洋 送往迎来 迎来送往 推轮捧毂
出处殊途 出处殊涂 进退出处 出处语默 隐居求志
无家可归 无家可奔 东扬西荡 流移失所 人离乡贱
初写黄庭 一了百当 应付裕如 至当不易 明明白白
胸中甲兵 鞍不离马背，甲不离将身 裹粮坐甲 片甲无存 坚甲利刃
遗簪坠舄 遗簪弃舄 鞋弓襪小 鞋弓袜小 安身之处
猴年马月 意马心猿 龙马精神 猴头猴脑 咫角骖驹
恪守不渝 坚贞不渝 坚守不渝 坚持不渝 不易之典
毫分缕析 洞鉴古今 以一知万 洞鉴废兴 望表知里
自负不凡 独得之见 佣中佼佼 才识过人 违时绝俗
黏吝缴绕 缠夹不清 死求白赖 颠来播去 层出不穷
熬清守谈 熬清受淡 熬清守淡 熬枯受淡 贫困潦倒
以人为镜 骄傲自满 有所作为 评功摆好 眼高手生
助桀为恶 助纣为虐 帮虎吃食 引鬼上门 盗食致饱
餐风饮露 餐风宿草 餐风宿露 餐风宿雨 餐风咽露
覆亡无日 日月如流 一扫而光 间不容缓 立时三刻
同源共流 依山傍水 源远流长 穷源溯流 东播西流
故技重演 鄙吝复萌 积习成俗 左思右想 另开生面
自我表现 识才尊贤 自成一格 有识之士 旁见侧出
国富民安 安国富民 富国安民 济世安民 安邦治国
浑身是胆 一身是胆 天不怕，地不怕 胆粗气壮 胆壮气粗
出谋献策 反复推敲 因事制宜 想方设法 回筹转策
毫分缕析 研机综微 剖玄析微 通幽洞微 铢分毫析
番来覆去 覆去翻来 翻来覆去 一来一往 东逃西窜
玩岁愒月 玩岁愒时 玩时贪日 蹉跎日月 蹉跎时日
心坚石穿 世上无难事，只怕有心人 计出万死 矢忠不二 靴刀誓死
重起炉灶 转败为胜 百折不移 创业维艰 反败为胜
行者让路 四海之内皆兄弟 一言一行 变躬迁席 出言不逊
惊耳骇目 骇人视听 骇人闻见 惊心骇瞩 惊见骇闻
扇枕温被 面面圆到 面面俱圆 面面皆到 温枕扇席
星灭光离 马前泼水 七拱八翘 万念俱灰 鲽离鹣背
丧师辱国 误国殃民 损公肥私 辱国丧师 病国殃民
唯命是听 唯命是从 恪守不渝 恪守成宪 束手听命
关怀备至 打小算盘 慎小谨微 款曲周至 仁心仁术
来回来去 一来一往 返来复去 不壹而三 重三迭四
顿学累功 用其所长 将勤补拙 学以致用 埋头苦干
小康之家 家道从容 半低不高 肥甘轻暖 一家之计
于家为国 以身殉国 尽忠报国 精忠报国 舍身为国
危言正色 坦然自若 大中至正 神情自若 信守不渝
恢宏大度 精力充沛 雄姿英发 年轻力壮 宽豁大度
有所作为 胜任愉快 大有作为 评功摆好 扬长避短
变古易俗 变古易常 变故易常 变俗易教 改政移风
恶声恶气 虎狼之势 河东狮吼 扑地掀天 要死要活
忍苦耐劳 吃苦耐劳 救难解危 咬紧牙关 贫病交加
关怀备至 百般奉承 敬贤爱士 慎小谨微 尊贤使能
无妄之忧 飞来横祸 飞灾横祸 天灾地妖 殃及池鱼
只争旦夕 瞬息之间 一时半刻 一时半晌 一时半霎
明光烁亮 红日三竿 弥天大祸 齐天洪福 月朗星稀
满腔热忱 诚心实意 诚心诚意 感人心脾 感人肺肝
慎小事微 兹事体大 日以为常 微过细故 事出有因
触目兴叹 唉声叹气 哀声叹气 月晕础润 感今怀昔
误作非为 胡作胡为 胡作乱为 胡行乱为 乱作胡为
脂膏不润 水火无交 来去分明 却金暮夜 摆袖却金
碌碌无闻 等闲之辈 绣花枕头 白眉赤眼 自命不凡
犯颜苦谏 批鳞请剑 直言正论 心直口快 嘴直心快
一无可取 查无实据 无可奉告 音信杳无 来世不可待
啬己奉公 忧公忘私 节用爱民 舍己为公 俭以养德
前襟后裾 连枝同气 打得火热 亲如手足 分形连气
漫无止境 雷打不动 九牛拉不转 一牛九锁 万古千秋
函矢相攻 自厝同异 并行不悖 拨嘴撩牙 挑三豁四
地利人和 人烟浩穰 人烟稠密 广土众民 不名一格
傲慢少礼 傲慢无礼 傲慢不逊 心高气傲 有我无人
玉粒桂薪 贪欲无厌 贪惏无餍 贪猥无厌 贪婪无厌
去甚去泰 干干翼翼 饰非遂过 秉节持重 谨行俭用
抓耳挠腮 挠腮撧耳 搔头摸耳 搔头抓耳 肤粟股栗
除奸革弊 除恶务本 刬恶锄奸 剗恶锄奸 革奸铲暴
将勤补拙 顿学累功 爱人好士 勤能补拙 十年读书
心慈面软 来者不善 和蔼可亲 和蔼近人 良师益友
吊尔郎当 轻言肆口 落拓不羁 跋扈飞扬 嬉皮笑脸
男大须婚 女长须嫁 改换门闾 女大不中留 男婚女聘
弃短就长 他山攻错 弃短用长 鸡蛋里找骨头 邯郸匍匐
七损八伤 创剧痛深 刺心裂肝 多灾多难 戕身伐命
谗言佞语 不置褒贬 谄上骄下 百般奉承 戴高帽子
好自为之 竭力虔心 躬行节俭 强人所难 自告奋勇
残冬腊月 百花生日 聊以卒岁 一元复始 寸阴若岁
人不自安 人心皇皇 忑忑忐忐 神情恍惚 心乔意怯
麦秀黍离 黍离麦秀 国仇家恨 国难当头 破国亡家
求全之毁 恶语伤人 恶意中伤 骂不绝口 蜚短流长
狼子兽心 惨无人道 狼猛蜂毒 虎狼之势 舞爪张牙
交口称誉 交口赞誉 交口称赞 众口交赞 一心同功
金昭玉粹 黼国黻家 黼蔀黻纪 珠零锦粲 蝶恋蜂狂
横行直撞 横行直走 横无忌惮 无往不克 无所忌讳
织楚成门 竹篱茅舍 茅屋采椽 蓬门筚户 土阶茅屋
如芒在背 七上八下 搓手顿足 翻肠搅肚 失魂丧胆
五陵年少 膏粱年少 长安少年 膏腴子弟 豪门贵胄
鸿案相庄 五子登科 荣谐伉俪 琴瑟之好 伉俪情深
豕交兽畜 寻风捉影 寂天寞地 枉墨矫绳 眼内无珠
蛮来生作 妙想天开 酒入舌出 一得之愚 神魂飞越
革风易俗 改政移风 除旧更新 涤秽布新 移风平俗
头疼脑热 五劳七伤 霜露之病 人之常情 小大由之
问一答十 噀玉喷珠 曲尽奇妙 语妙天下 能言巧辩
变俗易教 遗风旧俗 遗风余象 遗训余风 遗风余教
独得之见 多才多艺 旁见侧出 千汇万状 千变万状
日旰忘餐 发愤忘食 不遑暇食 废寝忘餐 忘餐废寝
不紧不慢 安闲自在 心如止水 悠然自得 不拘形迹
点头咂嘴 喜气洋洋 谢天谢地 三星在户 称心满意
装怯作勇 装傻充愣 神气活现 假仁假义 假人假义
趁火抢劫 趁人之危 助人下石 造谣中伤 以一警百
除旧更新 变俗易教 推陈出新 涤秽布新 破旧立新
遗黎故老 列祖列宗 年湮世远 颠毛种种 弟男子侄
百般折磨 首身分离 神不守舍 吃惊受怕 家破身亡
推本溯源 追本穷源 归根究柢 原始反终 寻根追底
杳无信息 无可奉告 音信杳无 杳无音信 姓甚名谁
藏巧于拙 用其所长 骏骨牵盐 力有未逮 因任授官
多情善感 捶胸跌脚 捶胸跌足 捶胸顿脚 触景伤情
计功受爵 武爵武任 论功受赏 因任授官 计功行赏
出处进退 饮食起居 高举深藏 轻举远游 散带衡门
累累如珠 合而为一 通同一气 相与为一 金兰之交
无名英雄 燕雀安知鸿鹄之志 英雄辈出 一世之雄 大厦栋梁
枯骨之馀 年衰岁暮 一死一生 天年不测 神灭形消
孽障种子 负诟忍尤 小受大走 自惭形秽 遗风旧俗
立竿见影 见世生苗 明验大效 计日奏功 明效大验
以身作则 轨物范世 正法直度 法脉准绳 万流景仰
受宠若惊 取予有节 闻宠若惊 厚往薄来 怡然自若
谋事在人 量力而为 通计熟筹 揣时度力 见机行事
吃喝玩乐 公子哥儿 痴儿呆女 狐朋狗友 狐朋狗党
身心交瘁 劳形苦心 形容憔悴 神魂颠倒 形容枯槁
推本溯源 挨风缉缝 发奋图强 反复推敲 想方设法
耻言人过 饰非遂过 过而能改 引过自责 昭德塞违
日引月长 寸积铢累 有增无已 历日旷久 旷日累时
燕瘦环肥 温香艳玉 林下风度 环肥燕瘦 妍姿艳质
以意为之 孤行一意 专欲难成 感情用事 毫不利己，专门利人
浑然无知 寒腹短识 不知丁董 愚昧无知 寡见鲜闻
耳聪目明 利齿伶牙 识明智审 七步成诗 灵心慧性
还乡昼锦 衣绣昼行 衣锦过乡 衣锦还乡 衣锦荣归
日夜兼程 昼夜兼程 倍日并行 决命争首 孜孜无倦
巷尾街头 街头巷尾 三街六巷 柳衢花市 柳营花市
目眐心骇 伏首贴耳 目瞪心骇 战战业业 惊慌失色
果不其然 出乎意表 理之当然 天从人原 适得其反
游戏人间 游戏人世 游戏尘寰 游戏笔墨 鹤归华表
进退狼狈 艰难曲折 国步艰难 千辛万苦 万苦千辛
坐享其功 有所作为 假力于人 以人为镜 自我表现
人微权轻 竖子成名 贩夫皂隶 贩夫皁隶 身轻言微
土阶茅屋 土阶茅茨 累块积苏 织楚成门 蓬门荜户
水佩风裳 整衣敛容 梳妆打扮 衣冠楚楚 淡妆轻抹
方足圆颅 方趾圆颅 圆颅方趾 戴圆履方 跷足抗手
志美行厉 孜孜不辍 心小志大 智勇兼全 有勇知方
铢分毫析 沉思熟虑 剖玄析微 通幽洞微 研机综微
良弓无改 世济其美 负薪构堂 列祖列宗 承先启后
瞻情顾意 通共有无 东鸣西应 声气相通 蔑伦悖理
刻不容松 当断不断 间不容缓 难以为继 难乎为继
作育人材 孺子可教 教导有方 识才尊贤 以言举人
鲜艳夺目 春宵一刻 饶有风趣 春和景明 热情洋溢
以手加额 额手称颂 额手相庆 额首称庆 额手称庆
日久天长 地久天长 天长日久 日久岁长 窗间过马
多才多艺 用其所长 又红又专 蕤宾铁响 一介之才
朴实无华 朴素无华 简要不烦 清新俊逸 爱素好古
图财害命 谋财害命 狡焉思启 奸淫掳掠 乘机打劫
寻风捉影 无根之木，无源之水 寂天寞地 风吹马耳 无了根蒂
一无所求 言之不预 各取所需 自给自足 烦文缛礼
以一警百 趁火抢劫 见机而作 临危授命 以杀止杀
杳无踪迹 无头无尾 胡猜乱想 杳无影响 无迹可寻
