情投意忺 情投谊合 协心戮力 协心同力 道合志同
臂有四肘 戴头识脸 有财有势 燕颔虎须 虎头燕颔
奋发有为 心小志大 志在四方 胸怀大志 岁不我与
急起直追 奋起直追 奋勇当先 见机而作 抖擞精神
惶惶不安 惶恐不安 张眉张眼 心有余悸 耽惊受怕
脱手弹丸 跌宕风流 雄文大手 弹丸脱手 逍遥自在
凤鸣鹤唳 凤吟鸾吹 余音绕梁 惊起梁尘 余妙绕梁
执迷不醒 遂迷不寤 执迷不反 执迷不返 执迷不悟
相机行事 随时施宜 见机行事 因时制宜 兵来将迎，水来土堰
瓜分鼎峙 三足鼎立 熊据虎踤 七棱八瓣 云扰幅裂
磨拳擦掌 眉花眼笑 凤翥龙骧 凤翥鹏翔 神采飞扬
量才而为 量力而行 从心所欲 见机行事 惟所欲为
百怪千奇 万别千差 千差万别 名目繁多 成千成万
秽德垢行 文奸济恶 出口伤人 齿牙为猾 齿牙之猾
顽皮贼骨 顽皮赖骨 鼠键踪 诗书发冢 两脚野狐
剥皮抽筋 切骨之仇 嚼穿龈血 驴心狗肺 刻骨崩心
兴微继绝 兴灭继绝 励精更始 兴废继绝 兴亡继绝
海阔天高 陂湖禀量 山包海容 青云万里 万里鹏翼
千仓万箱 足兵足食 发财致富 物阜民康 物阜民丰
惶恐不安 惶惶不安 惊恐失色 忑忑忐忐 张慌失措
不乏其人 大有人在 离奇古怪 希世之才 诸如此例
因公假私 借公行私 挟势弄权 营私植党 营私作弊
啮血沁骨 确切不移 言而有信 计行言听 真心实意
不勤而获 挑雪填井 无功而禄 钻冰求火 钻冰取火
才大如海 立地书厨 腹饱万言 五车腹笥 宏儒硕学
祸从口出 祸从口生 言发祸随 言出祸随 齿牙为猾
以权达变 临机应变 随机应变 当机立断 权时制宜
鼠目寸光 入井望天 凡夫肉眼 迟眉钝眼 寒腹短识
心去难留 捐弃前嫌 无所容心 流连忘反 不欢而散
柳眉星眼 明眸善睐 一顾倾城 蛾眉螓首 明眸皓齿
鼻塌嘴歪 鼻塌脣青 鼻塌唇青 脸青鼻肿 七损八伤
互通有无 借花献佛 桃来李答 慷他人之慨 与人方便，自己方便
兆载永劫 法海无边 万古千秋 芒芒苦海 天荒地老
残茶剩饭 余腥残秽 所剩无几 余杯冷炙 杯水粒粟
勾魂摄魄 天摇地动 威风八面 叱嗟风云 倒山倾海
义重恩深 恩深义重 恩重泰山 恩有重报 情深意重
不差毫厘 美中不足 锱铢不爽 井井有序 聊胜于无
推本溯源 叩源推委 积本求原 穷源朔流 枝源派本
奇文共赏 一字连城 文章宗工 满腹文章 量金买赋
平心静气 平心易气 平心定气 从容自若 从容不迫
安不忘危 甄心动惧 履薄临深 危急存亡之秋 水可载舟，亦可覆舟
前仰后合 前俯后仰 弯腰捧腹 载欢载笑 齿牙春色
足茧手胝 手足重茧 胼胝手足 胼手胝足 手胼足胝
裂石穿云 穿云裂石 响彻云际 响彻云表 声振屋瓦
识变从宜 泛应曲当 左宜右宜 应有尽有 鹤长凫短
顿口无言 言颠语倒 唠唠叨叨 闪烁其词 笨嘴笨舌
幼学壮行 十年读书 望子成龙 逊志时敏 力学笃行
得未曾有 当世无双 前无古人 前所未闻 前古未有
遗文逸句 安民告示 鸣鼓而攻之 张口掉舌 三豕涉河
学富才高 博学多才 才学兼优 通文达艺 钜学鸿生
只言片语 易地而处 去故就新 更弦易辙 改口沓舌
弄巧成拙 弄巧反拙 聪明反被聪明误 塞耳偷铃 好行小慧
昏迷不省 昏迷不醒 执迷不醒 人事不省 如醉如梦
转死沟壑 转死沟渠 葬身鱼腹 九泉之下 投河奔井
能言快语 利齿能牙 正言不讳 出言有章 开口见心
如左右手 以胶投漆 笙磬同音 使臂使指 共为唇齿
东挪西凑 东挪西借 东挪西撮 东补西凑 七青八黄
博物君子 文献之家 宏儒硕学 通儒达士 博物多闻
姱容修态 兰质蕙心 才貌兼全 艳如桃李 臂有四肘
西方净土 西方净国 极乐世界 河沙世界 一切众生
魏颗结草 铭感五内 一饭千金 千恩万谢 以德报德
绳墨之言 理正词直 直言正论 谠言嘉论 词严义密
龙蛇飞舞 凤舞龙飞 笔走龙蛇 捉衿见肘 龙骧豹变
及时行乐 杯酒言欢 送去迎来 送往劳来 以礼相待
出处殊途 出处殊涂 神武挂冠 箕山之风 鹤鸣之士
无家可归 流移失所 无家可奔 背乡离井 东飘西泊
至当不易 初写黄庭 无如奈何 至矣尽矣 穷极要妙
胸中甲兵 腹中兵甲 熊罴之士 甲冠天下 蹈锋饮血
遗簪坠舄 遗簪弃舄 履穿踵决 章甫荐履 遗簪坠屦
猴年马月 龙马精神 岁在龙蛇 咫角骖驹 六畜兴旺
恪守不渝 坚守不渝 坚贞不渝 不易之典 恪守成宪
官止神行 融汇贯通 融会通浃 融释贯通 专精覃思
人才出众 佣中佼佼 人材出众 才识过人 因人而异
裂裳裹足 不得开交 丝来线去 颠来播去 死乞白赖
贫困潦倒 容膝之安，一肉之味 牛衣岁月 弊衣箪食 造次颠沛
成己成物 不自满假 虚己受人 贵人贱己 以人为镜
助桀为恶 助纣为虐 帮虎吃食 昧己瞒心 拖人下水
宿水餐风 餐风宿露 餐风宿草 餐风宿雨 餐风咽露
日月如流 窗间过马 骐骥过隙 驹窗电逝 流光易逝
本末源流 穷源溯流 溯流穷源 三江七泽 大江南北
鄙吝复萌 世俗之见 皮相之见 胡思乱想 詹言曲说
自成一格 孤履危行 欹嵚历落 领异标新 别出新意
国富民安 国富民强 民富国强 济世安民 安国富民
浑身是胆 一身是胆 蹈锋饮血 天不怕，地不怕 敢作敢为
出谋献策 运筹出奇 运筹设策 运筹决算 运策决机
铢分毫析 剖玄析微 毫分缕析 搜根剔齿 研精阐微
重蹈覆辙 番来覆去 蹈其覆辙 翻来覆去 覆去翻来
玩岁愒日 蹉跎岁月 蹉跎时日 蹉跎日月 日月蹉跎
心坚石穿 确乎不拔 确固不拔 世上无难事，只怕有心人 无坚不摧
重起炉灶 转败为胜 抖搂精神 抖擞精神 励精更始
行者让路 进退应矩 进退中绳 和睦相处 以礼相待
惊耳骇目 骇人视听 惊见骇闻 骇人闻见 惊心骇瞩
温枕扇席 父母恩勤 劬劳之恩 扇枕温被 分形同气
星灭光离 月缺难圆 毛羽零落 花残月缺 月缺花残
丧师辱国 辱国丧师 败国丧家 败国亡家 病国殃民
唯命是听 唯命是从 不得违误 恪守不渝 号令如山
慎小谨微 将心比心 贤母良妻 关怀备至 打小算盘
来回来去 一来一往 返来复去 重三迭四 重三叠四
勤学苦练 有志竟成 将勤补拙 熟能生巧 有志者事竟成
小康之家 家道从容 养家活口 家道小康 仰事俛畜
捐躯报国 以身殉国 于家为国 舍身为国 尽忠报国
洁己奉公 秉公任直 神情自若 秉正无私 坦然自若
雄姿英发 铜浇铁铸 五大三粗 虎体熊腰 精力充沛
有所作为 大有作为 业峻鸿绩 较德焯勤 评功摆好
变古易俗 变古易常 变故易常 变俗易教 革风易俗
河东狮吼 河东狮子吼 恶声恶气 冲冠发怒 冲冠怒发
忍苦耐劳 吃苦耐劳 咬紧牙关 任劳任怨 不避艰险
问长问短 以口问心 反身自问 问心无愧 千恩万谢
无妄之忧 池鱼之虑 心惊肉跳 天有不测风云 替古人耽忧
只争旦夕 干净利索 一时半刻 一时半霎 一时半晌
炳如日星 黑家白日 清天白日 至高无上 红日三竿
满腔热忱 满腔热枕 款款深深 感人心脾 感人肺肝
率以为常 非同小可 筐箧中物 日以为常 慎小谨微
触目兴叹 鹤归华表 感今怀昔 感今惟昔 感今思昔
目无法纪 目无王法 误作非为 胡行乱为 胡作胡为
水火无交 摆袖却金 脂膏不润 饮马投钱 却金暮夜
凡胎浊骨 声希味淡 碌碌无闻 凡夫俗子 不咸不淡
正言直谏 犯言直谏 谠论侃侃 犯颜苦谏 谠言嘉论
一无可取 无缘无故 音信杳无 无如之何 莫敢谁何
啬己奉公 慷慨输将 躬行节俭 节用爱民 谨身节用
前襟后裾 连枝同气 同气连枝 称兄道弟 分形共气
连绵不断 万古千秋 磬石之固 无论如何 没世不渝
自厝同异 函矢相攻 播弄是非 人我是非 鬻矛誉榡
广土众民 地利人和 人烟浩穰 人烟稠密 深得人心
神气活现 有我无人 器满意得 高傲自大 心高气傲
黄粱一梦 黄粱美梦 好梦不长 黄梁美梦 黄梁一梦
恭敬不如从命 软语温言 三复白圭 免开尊口 明辨是非
挠腮撧耳 抓耳挠腮 搔头抓耳 搔头摸耳 撧耳揉腮
除恶务尽 除恶务本 扫除天下 刬恶锄奸 剗恶锄奸
十年读书 萤窗雪案 勤能补拙 将勤补拙 孜孜无倦
和蔼近人 和蔼可亲 敬老慈幼 心慈面软 好言好语
轻言肆口 油腔滑调 轻嘴薄舌 吊尔郎当 信口开合
女长须嫁 男大须婚 女大当嫁 女大须嫁 闺英闱秀
弃短就长 弃短用长 他山攻错 取长弃短 舍近求远
七损八伤 伤筋动骨 肝心若裂 椎天抢地 七死八活
谗言佞语 恶言詈辞 恶语伤人 恶语中伤 恶语相加
必躬必亲 好自为之 躬行实践 事在必行 身做身当
残冬腊月 寒冬腊月 腊尽春回 十冬腊月 无冬历夏
人不自安 人心皇皇 忑忑忐忐 心乔意怯 忐上忑下
麦秀黍离 黍离麦秀 黍油麦秀 风景不殊 家亡国破
铄金毁骨 积谗糜骨 积毁销金 积毁消骨 积谗磨骨
狼子兽心 惨无人理 人面兽心 惨无人道 兽心人面
交口称赞 交口赞誉 交口称誉 众口交赞 点头咂嘴
百紫千红 绣口锦心 锦心绣口 如花似锦 黼国黻家
横行直撞 横行直走 放意肆志 无所畏惮 无忧无虑
茅室蓬户 土阶茅屋 蓬门荜户 土阶茅茨 竹篱茅舍
如芒在背 饮冰内热 心上心下 亡魂丧魄 腹热心煎
五陵年少 五陵英少 膏粱年少 膏腴子弟 长安少年
刑于之化 鸿案相庄 凤协鸾和 琴瑟之好 相敬如宾
背义负信 寻风捉影 朝梁暮周 朝梁暮晋 朝梁暮陈
好戴高帽 多口阿师 自我吹嘘 半吐半露 半吞半吐
革风易俗 移风平俗 改政移风 移风振俗 变风改俗
头疼脑热 霜露之病 早占勿药 头痛脑热 头痛额热
辩口利辞 辩口利舌 能言巧辩 三寸不烂之舌 三寸之舌
遗风余象 遗风余俗 遗风旧俗 遗风古道 遗风余烈
鹤长凫短 比众不同 独步天下 天下独步 殊形妙状
日旰忘餐 发愤忘食 不遑暇食 废寝忘餐 忘餐废寝
安闲自在 清闲自在 优哉游哉 枕稳衾温 不紧不慢
满脸春色 莞尔而笑 满脸春风 点头咂嘴 眉开眼笑
铺眉蒙眼 铺眉苫眼 拿腔作势 拿班作势 做张做势
乘人之危 趁火抢劫 趁人之危 损己利人 损人利己
推陈出新 另开生面 别创一格 别开一格 铸新淘旧
遗黎故老 年湮世远 七老八十 景入桑榆 颠毛种种
神不守舍 神不收舍 出世离群 脱缰之马 造次颠沛
叩源推委 寻根究底 寻根追底 询根问底 追根究底
杳无音讯 杳无影响 音信杳无 杳无消息 一无所知
力有未逮 能不称官 才疏志大 一介之才 骏骨牵盐
多情善感 多情多感 红愁绿惨 情凄意切 悲从中来
计功受爵 论功受赏 武爵武任 班功行赏 论功行封
漱石枕流 枕石漱流 枕流漱石 披发入山 枕山栖谷
累累如珠 铁板一块 以胶投漆 通同一气 团头聚面
无名英雄 藏龙卧虎 卧虎藏龙 一世之雄 独胆英雄
屠所牛羊 油干灯草尽 漏尽锺鸣 死生存亡 命若悬丝
孽障种子 薮中荆曲 蒙以养正 积非成是 十手争指
立竿见影 计日奏功 吹糠见米 旦种暮成 见世生苗
轨物范世 齿颊挂人 法脉准绳 绳墨之言 以身作则
受宠若惊 一则以喜，一则以惧 闻宠若惊 取予有节 惊喜若狂
揣时度力 量己审分 衡情酌理 量力度德 相时而动
狐朋狗党 狐朋狗友 公子哥儿 痴儿呆女 饭坑酒囊
身心交瘁 劳形苦心 心慵意懒 形容憔悴 倾摇懈弛
挨风缉缝 东搜西罗 钻头觅缝 志同道合 择善而行
耻言人过 清水无大鱼 虚己受人 明辨是非 论长说短
历久弥坚 旷日长久 寸积铢累 日引月长 时过境迁
燕瘦环肥 林下风度 柳腰花态 柳弱花娇 妍姿艳质
以意为之 感情用事 孤行一意 自行其是 唯所欲为
不识一丁 一丁不识 目不识书 一物不知 一事不知
灵心慧齿 利齿伶牙 目达耳通 别具慧眼 敏而好学
还乡昼锦 衣绣昼行 异涂同归 异路同归 早出暮归
日夜兼程 倍日并行 昼夜兼程 愤不顾身 闯南走北
巷尾街头 街头巷尾 街头巷底 三街六巷 前街后巷
目眐心骇 伏首贴耳 张眉张眼 目瞪心骇 战战业业
果不其然 合情合理 可心如意 心口相应 言行相符
游戏人间 游戏人世 游戏尘寰 游戏笔墨 超然自得
艰难困苦 如蹈水火 若涉渊水 啮雪餐毡 进退狼狈
因人成事 假力于人 自食其力 有志者事竟成 无为而成
阿狗阿猫 阿猫阿狗 身微言轻 人微望轻 卑卑不足道
土阶茅屋 织楚成门 累块积苏 蓬门荜户 土阶茅茨
梳妆打扮 淡妆轻抹 水佩风裳 整衣敛容 衣冠楚楚
方足圆颅 方趾圆颅 圆顶方趾 圆颅方趾 戴圆履方
志美行厉 志洁行芳 孜孜不辍 豪情壮志 矢志不移
铢分毫析 沉思熟虑 搬斤播两 慎小谨微 剖玄析微
良弓无改 世济其美 负薪构堂 凿柱取书 后继有人
交淡若水 不打不相识 道义之交 进德脩业 正己守道
刻不容松 覆亡无日 经久不息 情不可却 计穷势蹙
孺子可教 教妇初来，教儿婴孩 作育人材 教导有方 蒙以养正
盛况空前 躬逢其盛 春宵一刻 欢聚一堂 溥天同庆
以手加额 额首称庆 额手称颂 额手相庆 额手称庆
日月如流 窗间过马 骐骥过隙 流光易逝 驹窗电逝
雕虫薄技 雕虫小艺 雕虫小事 雕虫小巧 雕虫末伎
朴素无华 朴实无华 爱素好古 重厚少文 崇雅黜浮
图财害命 谋财害命 据图刎首 杀身之祸 求生害仁
寻风捉影 无根之木，无源之水 水母目虾 畏影恶迹 捉影捕风
一无所求 无所重轻 无所忌讳 无缘无故 无所回避
乘人之危 将机就计 图财害命 擒奸擿伏 剗恶锄奸
杳无影响 杳无踪迹 渺无影踪 秤锤落井 杳无消息
动之以情 悲从中来 感人肺腑 感人肺肝 感人心脾
田父之功 虎超龙骧 鼎足之势 旗鼓相当 三足鼎立
秘而不露 讳莫高深 法不传六耳 秘而不言 秘而不宣
见仁见智 见智见仁 大处着眼 公听并观 另眼看待
面红耳热 面红面绿 大喜若狂 欢喜若狂 面有难色
才华超众 道存目击 高才远识 呷醋节帅 出口入耳
香车宝马 宝马香车 香轮宝骑 光车骏马 乘轻驱肥
池鱼堂燕 池鱼林木 殃及池鱼 无须之祸 池鱼之殃
一行作吏 策名委质 操刀制锦 升官发财 卖官卖爵
一长两短 一长二短 不测之忧 三长两短 无妄之灾
躬行节俭 熬肠刮肚 少吃俭用 啬己奉公 东撙西节
龙眉凤目 臂有四肘 一表非俗 神采英拔 纡青拖紫
融洽无间 相与为一 以胶投漆 和睦相处 铁板一块
弃文存质 重厚少文 原封未动 朴素无华 守正不回
人自为战 人尽其才 各自为战 所向克捷 力均势敌
去暗投明 正明公道 东方将白 炳如日星 苦尽甜来
闭户读书 不言不语 敦默寡言 遁世长往 寂然无声
强加于人 折节待士 顽固不化 以意逆志 和而不唱
走漏天机 潜踪匿影 隐迹埋名 潜踪隐迹 潜形谲迹
坐上琴心 蜂迷蝶猜 墙头马上 动之以情 一见倾心
渊清玉絜 玉洁冰清 玉洁松贞 冰清玉洁 玉润冰清
章决句断 字顺文从 辞简义赅 简要不烦 言简意深
百衣百随 百纵千随 俯仰随人 百依百随 言从计纳
乔装改扮 原形败露 面目一新 云飞雨散 像形夺名
以身作则 率以为常 习惯成自然 日以为常 习以成俗
踨蹐不安 魄散魂飞 三魂出窍 碎心裂胆 侧足而立
声泪俱下 如泣如诉 泣不成声 呕心抽肠 鬼哭狼嚎
干净利索 立时三刻 击电奔星 企踵可待 多快好省
干端坤倪 乾端坤倪 彰明较着 荦荦大者 有目共见
赦过宥罪 略迹原情 悔罪自新 宽以待人 轻饶素放
铁嘴钢牙 三寸之舌 三寸不烂之舌 铜唇铁舌 能言巧辩
一点半点 不计其数 三翻四复 无万大千 反覆无常
不哼不哈 不言不语 不赞一词 默不作声 一言不发
下学上达 天理人情 通幽洞微 格物穷理 饮食男女
兹事体大 无施不可 阙一不可 功高盖世 大有作为
难以置信 深奥莫测 画虎画皮难画骨 牵鬼上剑 手到拈来
量金买赋 修辞立诚 文章山斗 玉振金声 潘文乐旨
一干人犯 丑类恶物 狐群狗党 太岁头上动土 同恶相求
际地蟠天 无边无沿 无边无垠 漫天遍野 一天一地
豪情壮志 激昂慷慨 神飞气扬 奋武扬威 壮气凌云
诗礼人家 祖宗家法 书香门第 书香世家 书香人家
故甚其词 一尺水十丈波 尺水丈波 矫言伪行 没查没利
王孙公子 公子王孙 凤子龙孙 豪门贵胄 玉叶金枝
变古乱常 变俗易教 变风改俗 变风易俗 改俗迁风
狼突鸱张 鹰扬虎视 狼顾鸢视 鹰扬虎噬 如狼似虎
德薄能鲜 德薄才鲜 力不胜任 眼高手生 区闻陬见
直抒己见 言无不尽 直言无讳 畅所欲言 直言勿讳
害人不浅 百般折磨 戕身伐命 误国殃民 病国殃民
造谣中伤 瞒心昧己 欺世盗名 恶语中伤 恶语伤人
屁滚尿流 亡魂丧胆 毛骨竦然 亡魂丧魄 毛骨耸然
人心隔肚皮 难以置信 闷葫芦 令人莫测 捉摸不定
搬斤播两 即小见大 铢分毫析 剖玄析微 毛发丝粟
正身明法 奉公如法 洁己奉公 秉公任直 公正廉明
